"path","category","bytes","sha256"
"evidence/page-order-probe.mjs","evidence","3148","b8470f3cc22f39a75d623e23cff69805267cbb083dc3ec61aadf396c096992f2"
"evidence/park-desktop-visible-text.txt","evidence","84258","5c76c51866ec9bc6d5141afaf8b7b7abff39129f62e3419848d8e16ace2013f3"
"evidence/park-mobile-visible-text.txt","evidence","83816","3f5433e88d7a849459a4a87098aa82c7c68ea54c0d3da0c6367e66e78ff2e1f3"
"evidence/README.md","evidence","1840","abcfdb186ee730eb1028f00fd019906fabd54ec0fd0b08a3126b55315405c35e"
"evidence/sanitized/journey-interaction-audit.json","evidence","1016026","0593de171cbff85f4e12f2e4793e77e358959490c02f2f7a3414191be4938d09"
"evidence/sanitized/language-buyer-probe.json","evidence","124673","5ac15b2f603b2c1775d53180c67eb9f7ffaff12cecf789a07defdeb2181f0086"
"evidence/sanitized/live-dom-probe.json","evidence","263541","4bd1b8dc054b6d3c747ebda76d898c34e86a069b27dcc040e5e8e6a570e8d710"
"evidence/sanitized/map-truth-probe.json","evidence","4232","58efae5567e97262c42920cdf26ba8497122dc0c55f5153234785f2d7c0e3385"
"evidence/sanitized/page-order-probe.json","evidence","64840","f04e3fefa3ac19fb2c9abca613b7eee49cb7318b38825cd0cef1fd85c38bec8b"
"evidence/sanitized/README.md","evidence","257","4b0a2a87b4174e9c126546a5de8b57a16ab83206fd4cedb1d84fffb7c555fcb6"
"evidence/sanitize-evidence.mjs","evidence","2547","6f77e4a0d4cbc03f1273cb9c802ce7eb946ddfd7bb698852679eaa25d46e3c0a"
"evidence/screenshots/park-desktop-area.png","evidence","359652","a6c010e0a3423560fe466d178c3b54feae6554834400430e0a95e830a518acbe"
"evidence/screenshots/park-desktop-compare.png","evidence","76147","bb5190ebe8cd59bec71b695081844ed368e398966c532421e6c8751367d008c4"
"evidence/screenshots/park-desktop-contact.png","evidence","133586","a848fb88338fa017482480f68619e648cf7ca27a9f9544be7128343d943345d7"
"evidence/screenshots/park-desktop-plan.png","evidence","6564","5679c55a82a5b0d934b979cb0798b00b1ccb65220c7f9ee63c609cb5e50a70e3"
"evidence/screenshots/park-desktop-selected-floor-20.png","evidence","348865","151e3a3af8b998d8fc2de5bdff35295867930f3c1b6f949d76008b886cf8b70e"
"evidence/screenshots/park-desktop-studio.png","evidence","198838","5a30167088dea66a750812494747d0990da8233a79c81ab6ee0030ec3895bc7d"
"evidence/screenshots/park-desktop-tour.png","evidence","14104","38a984af702908ea72f17ab187bd544ce78d978b64daab11be4b22b301a4b870"
"evidence/screenshots/park-desktop-view.png","evidence","949603","32c7ceb18a41118d3d0d0fc259ebdaa5db1ee8e1563266063f1a6605c301ea63"
"evidence/screenshots/park-mobile-area.png","evidence","85740","e3c78d4541f76249db2b53bda707e8dbc03c02cca87129dee14d7a2522e65098"
"evidence/screenshots/park-mobile-compare.png","evidence","39059","5c2c727dbf3175a9cbdde2545cc2a8b8ba71260e584cef7ceaa1881c9b469337"
"evidence/screenshots/park-mobile-contact.png","evidence","50065","9c28759810092404047c444b75c7e6d24ff9dc5a939cd069d1e7a8a07a57f83f"
"evidence/screenshots/park-mobile-plan.png","evidence","4361","52ce14f43233976a43693b1b342baffe98fdf63c5f6aa9bc68194576d37d2178"
"evidence/screenshots/park-mobile-selected-floor-20.png","evidence","75340","c48e893f7e52464eb9e4123517241dfc3a6d01fbe4037413d42c09cd76fc9c1c"
"evidence/screenshots/park-mobile-studio.png","evidence","152982","da6469e58b108ee58f9a102594e15200ca88f24ca3f05527a906c8ea278cbc98"
"evidence/screenshots/park-mobile-tour.png","evidence","7535","11d80cb2854bdd419f88ad95448e0cb72cbf30e6ee176a5cc296a46690aeccb3"
"evidence/screenshots/park-mobile-view.png","evidence","402847","9e4e4839abe2cc3c9fca0ad0791e8ad73a938d37094365ccda4041402fd06f64"
"evidence/screenshots/toha2-desktop-area.png","evidence","419011","ba991e5dcf986ee406822ccbec0ffc1be7788a738e85607c65c7b060b7ce8351"
"evidence/screenshots/toha2-desktop-compare.png","evidence","77407","1e5d2d0c68db4bff7834bb759444a521a222622f932c7f36193faa843e0f9aee"
"evidence/screenshots/toha2-desktop-contact.png","evidence","133500","09f9da4b5b432991cd4d842360d3db32fb432bf9e28e9e0356ff4a1078cbf477"
"evidence/screenshots/toha2-desktop-plan.png","evidence","6564","5679c55a82a5b0d934b979cb0798b00b1ccb65220c7f9ee63c609cb5e50a70e3"
"evidence/screenshots/toha2-desktop-selected-floor-20.png","evidence","311481","5eb7427c877a62b7b70bd11132857d0424cc31dff257ecf01fe884d7bd8a0f33"
"evidence/screenshots/toha2-desktop-studio.png","evidence","198838","5a30167088dea66a750812494747d0990da8233a79c81ab6ee0030ec3895bc7d"
"evidence/screenshots/toha2-desktop-tour.png","evidence","13211","1aa81df2cf33e12f229b26683db11287e6c97ec412a820e49fabdb93624fcb57"
"evidence/screenshots/toha2-desktop-view.png","evidence","232189","775f911a9a0517e8d4d6ff1bd941ec182f480e5163b5ac2ef7eff258add990be"
"evidence/screenshots/toha2-mobile-area.png","evidence","106064","dcc39aec45a2db10e042dc2ced91c255d225755d216e9a6ea7abb6961bfcbbb0"
"evidence/screenshots/toha2-mobile-compare.png","evidence","39173","e7fe256bf2f80899f767df33a99b18eefc024af17c28a5bdab34fd85bd64c4e4"
"evidence/screenshots/toha2-mobile-contact.png","evidence","50090","cca2a0d40b7ce2905670c2cdfec833cff93e99fc306a3e31191bce8b8612824c"
"evidence/screenshots/toha2-mobile-plan.png","evidence","4361","52ce14f43233976a43693b1b342baffe98fdf63c5f6aa9bc68194576d37d2178"
"evidence/screenshots/toha2-mobile-selected-floor-20.png","evidence","73918","5d6206b5bdd2838cc8bff7cfb05e12c88c4e25668847817397a1298ac2914ed4"
"evidence/screenshots/toha2-mobile-studio.png","evidence","78494","2642153b86686e7d0eec494ede008b924b78d51c012cb0380ddfcfaa223a8963"
"evidence/screenshots/toha2-mobile-tour.png","evidence","7526","dafd2bba1ee2647218d1bb44af9e52d0a7755579590519125a20d98eae88a7b4"
"evidence/screenshots/toha2-mobile-view.png","evidence","132030","88133321ae625f1603d9402072b0d598dbbad8e47f15a0c161666b7e81573e39"
"evidence/toha2-desktop-visible-text.txt","evidence","93101","199aeff48c7e64e4bed8b3565589c593dd50eb15eff3723b088412910ae7e7ab"
"evidence/toha2-mobile-visible-text.txt","evidence","92468","5edb222e5b0b3a2cceeb80f8e1501936c7ee2828e534f2cec5370d4e288106c8"
"migration-and-qa.md","migration-and-qa.md","62946","416982564e858316f1035c98ef78d102424445e01d773e591ddde547614937c7"
"PACKAGE-VERIFICATION.md","PACKAGE-VERIFICATION.md","1009","e9391cf78809e18f6592f0330e0d0430237e3f30b3e86dd1496e466513bae449"
"proposed-code/browser-artifacts/commercial-beam-1280x800.png","proposed-code","71566","ebb07caf2a1c53da8999514dff804a375d63a57d518ef74f728e8ccb079f276f"
"proposed-code/browser-artifacts/commercial-beam-320x568.png","proposed-code","33949","c317841ec7cf1ea1f121e261df27eb628dc29943088dbf2a94c62f3523ea2ef5"
"proposed-code/browser-artifacts/commercial-beam-375x812.png","proposed-code","37808","6f500370e46ba0b6ea2e0d4d29f812fc1497c5c9fe102c31853c937d53ba24c0"
"proposed-code/browser-artifacts/commercial-beam-568x320.png","proposed-code","30142","60bed9d797071a6a8aa4347fd199aa124274a03f414e907d1349318558d2d384"
"proposed-code/browser-artifacts/commercial-beam-evidence-568x320.png","proposed-code","7564","586e228bf8447880ce2c7efdb30f1b3f8d2af23eae011518f27ec6fb73a247d7"
"proposed-code/browser-artifacts/commercial-rfp-step5-320x568.png","proposed-code","7677","3e5ecb38530d94438baf463abf2432f7808af3a114c03b0a89feed3322a0bab8"
"proposed-code/commercial-asset-route.browser.fixture.mjs","proposed-code","59190","c5ea0cae95200f21ec17c1710382e415d9db9a1ef4c5f548626e202658879194"
"proposed-code/commercial-context-map.browser.fixture.mjs","proposed-code","12510","cdd0d8ffb8271d1356d88408c11780bfcb95e069af380bc1b6fb492110fc2db3"
"proposed-code/commercial-context-map.fixture.test.js","proposed-code","27983","07b4fe51e83c1089ceca339e3651d3e0243b6cf184cbcc0899d7df06a9fa8fde"
"proposed-code/commercial-context-map.js","proposed-code","42331","9832d937ad9269615b3d039523e890adf5d45e27967d8be53cdb9ab672cb741e"
"proposed-code/commercial-contract-adapter.fixture.test.js","proposed-code","38381","2bda3fa4ad3bebe0415e27aa8a21b6b17ef2850e8d4e2a7c11432b861990508a"
"proposed-code/commercial-data-contract.fixture.test.php","proposed-code","27461","0990b0b1b5d499f6eac7e4f6e451f579fcee10e0fed45537531022218d8a2b37"
"proposed-code/commercial-data-contract.php","proposed-code","87496","0b050cb58ae53d40f12ec1a420897b8e81511400b8c2a2c0691f216f31bc5b79"
"proposed-code/commercial-decision-surface.css","proposed-code","55619","2e7ab1e005eee5a89553a6400c907ddacf2869ec58bb47a8d8254c4a8e6ccf6a"
"proposed-code/commercial-decision-surface.js","proposed-code","143798","94876d2b268a1e48e1535374f06a97383c40e122dc8ebe295c91c61027e39677"
"proposed-code/commercial-floor-selection.js","proposed-code","18735","ecf919b3af9244d98eab223ea243046de8bac9a5aac13cbd433faec4d254cd36"
"proposed-code/commercial-i18n-additions.js","proposed-code","82244","23d477791b5425b1434257128c0e04825622f5053bf10c9514662c8df8ec051f"
"proposed-code/commercial-i18n-rfp.fixture.test.js","proposed-code","29916","96ee9a0df4d31955cf5ab320e7a6196c0d67309363c56db562390ae7fb22df3e"
"proposed-code/commercial-inquiry-routing.fixture.test.php","proposed-code","32284","2f859bab7365da78c8a55adbb6f1023c3ca44beed722d585ebcc2da205745e9a"
"proposed-code/commercial-inquiry-routing.php","proposed-code","94511","0812aeedb32edb97a8b3d36e9d5e478311b47c115b175b41bbe4b8a5332fcd5c"
"proposed-code/commercial-rfp-beam.browser.fixture.mjs","proposed-code","50183","86acb709930add93c8d1266caa9f1f518f9d8ff77287124956ff3e5aade600ad"
"proposed-code/commercial-rfp-composer.js","proposed-code","48485","9eb352ee102af640672368a50ac29c61956ec919286ce9450b68c7d4cf23d302"
"proposed-code/commercial-sandbox-integration.fixture.test.php","proposed-code","28694","d016c9998277344c24254252379d690e2576cb05490ffd15a19d2ba04964f969"
"proposed-code/commercial-sandbox-integration.php","proposed-code","9694","81346db4c3c2b1f5988e1aa7bd3032b5e1881b0b4d7bbbbeb3a94e36feda5e9a"
"proposed-code/commercial-tool-history.browser.fixture.mjs","proposed-code","19208","e4b820da3e2c6acf758a1a320c1bbac98a63275ddece6690e1f7978c9bad06d6"
"proposed-code/example-commercial-project-data.json","proposed-code","15105","eb928771010474b4fa1190f071e051ec09ccd1a277453e61ef1e0859a21aeeb6"
"proposed-code/README.md","proposed-code","67448","5d573156eabc9b1063abed6c59cba4f4201a58cfbebc45e9d03811ff26896c63"
"README-FIRST.md","README-FIRST.md","37032","ce7fd0f2e0553bd88f30feccedf6f36bb246173fbae9b5b23dc95f7a51d18fe1"
"report/artifact.json","report","42278","33a4e580ccb078bed94397eebd19156591a8a0bc27d37e89be87100238360e00"
"report/build-report-artifact.mjs","report","28779","23c0ad95cb2e4e419a52a32f372868ef6f390d783f3f47ea1474e812acd72660"
"report/finalize-portable-report.mjs","report","3529","73df061d82b426454ebde9771bed4a6e9fcc5ddcdf63f54b2284d696389aa571"
"report/inspect-report.mjs","report","3302","9164d735cd03c36dd4190ef19034b1116112d45be1d9d25255782d7a45af6aef"
"report/report.html","report","489893","314c7517de6d973e72402d91a890e494d2d54ee9bbd6854c6c34d9e4584914ac"
"report/report-desktop.png","report","29606","e84c36e46beaedde4afa821cf1f1189d018a864d969159198762f28c550700e1"
"report/report-inspection.json","report","1080","795b904ac9f3883584d12562a17f2cfc4dd82936e2de968d0b3f8f06d94874d5"
"report/report-mobile.png","report","17731","a89b4e71fdf6d6d6cc597918d33e4198d7bfaec45ffcdc3a365298456a41c1f9"
"report/report-verification.json","report","807","902ddcbab9492856debed4f70f57fe584d3ec6683f66d92178929121ebd0a9db"
"research/build-source-register.mjs","research","5560","17e6077227ad38ce55b473bd4b1fcf77a0f165b939458e7d7285e75e8fa5adb8"
"research/competitor-benchmark.md","research","51642","e9f1f9bf2fb35c0dd8bb1b675c4d4b66edf873358f26ea120813c2ff1cadbb40"
"research/lead-routing-audit.md","research","7707","ea59e540ac162411fead257c898ce83aee66bb292fd3f223591d84ee2555fb7b"
"research/live-audit-findings.md","research","17375","2b99783484d5a788f1531f23168c98302fe1bc83cf8ed0bdd0d1f9244731d1a7"
"research/source-register.md","research","2839","9af9940dac7dea6208191bbcffd1c3ec863bedcdc46a4ad4624066c33dc7759c"
"research/the-park-buyer-dossier.md","research","58844","31ede5c5da1c34cda62ba799b14bde5c4f3cdf03d2b047bc16cf8c1bc210b1ff"
"research/toha2-buyer-dossier.md","research","56716","b9612857963a59b4883709b2a733eab9bf4a049a638ff0c542bee0ad6f3f5920"
"ux/capture-wireframe.mjs","ux","15907","378fd9cbc5d15f1b0a152e3a8bd657c7bf55e149518302e40036c93dc17ba7d8"
"ux/commercial-decision-surface-wireframe.html","ux","28789","c7a4093bfd5d2cb5c9262b0ecc2623543af2ba476c557565cb630fbdf3ad99a0"
"ux/decision-surface-state-machine.md","ux","3913","3aa354396fbaf164fa3a9fb3bec9689495dee732096f3826873d3b87d4c3a032"
"ux/screenshots/desktop-1280x800-decision.png","ux","309692","384aaf28eb5f97f78aa06e43c4818f94ef10143252556b474d26b1e2a9658eb4"
"ux/screenshots/desktop-1280x800-tool.png","ux","108856","72245706490c5498507ce2087524243c0238bf0d754036bc386ddfd579b2293b"
"ux/screenshots/landscape-568x320-decision.png","ux","63347","69a4431c7cd26f8c85605cf1bd827cef2cd38ea36b18502238872a5640ca7977"
"ux/screenshots/landscape-568x320-tool.png","ux","25178","530e3b772a91c612751a82f55d2e2889eb6bf1015d94c912b1601037f33cd8f3"
"ux/screenshots/mobile-375x812-decision.png","ux","93557","ea7770b05c1dea64489b61ea94549154673ce955f08db554ee1ff14aee58df3a"
"ux/screenshots/mobile-375x812-tool.png","ux","39632","7519723574544269312551b570881c7536460a6157b65d0adc156925dea25a7c"
"ux/screenshots/short-mobile-320x568-decision.png","ux","51198","f5d0d38278b34185ca54efbfb24c1f61f840368f5ac55a8dd91023ea5b9901ea"
"ux/screenshots/short-mobile-320x568-tool.png","ux","27559","82e0c4a76cc88a83e6c82b14fff193cd453a10cea55539ee953b33377640f3cf"
"ux/ux-spec.md","ux","24539","5f603ab2c10f717cee4bb2b6db9fbc6de31c5e777ca2804b4e770f2f02833a12"
"ux/wireframe-qa.json","ux","23057","de0d8901f1e75182fb5ce8abdf5d38a06181826c7e12f16ef4139024335f8c0c"
