source_id,document,file,host,source_class,accessed_date,url
SRC-030,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,gtfs.mot.gov.il,authority_or_statutory,2026-08-10,https://gtfs.mot.gov.il/gtfsfiles/
SRC-031,THE PARK public-source dossier,research/the-park-buyer-dossier.md,gtfs.mot.gov.il,authority_or_statutory,2026-08-10,https://gtfs.mot.gov.il/gtfsfiles/
SRC-032,THE PARK public-source dossier,research/the-park-buyer-dossier.md,gtfs.mot.gov.il,authority_or_statutory,2026-08-10,https://gtfs.mot.gov.il/gtfsfiles/israel-public-transportation.zip
SRC-033,Competitor UX benchmark,research/competitor-benchmark.md,help.madlan.co.il,competitor_or_platform_documentation,2026-08-10,https://help.madlan.co.il/hc/he/articles/360008092118-%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%9E%D7%93%D7%9C%D7%9F-%D7%9C%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%A0%D7%99%D7%9D
SRC-034,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,ilgbc.org,third_party_or_project_team,2026-08-10,https://ilgbc.org/course/%D7%A1%D7%99%D7%95%D7%A8-%D7%9C%D7%9E%D7%92%D7%93%D7%9C-%D7%AA%D7%95%D7%A6%D7%A8%D7%AA-%D7%94%D7%90%D7%A8%D7%A5-toha-2/
SRC-035,Competitor UX benchmark,research/competitor-benchmark.md,magazine.yad2.co.il,competitor_or_platform_documentation,2026-08-10,https://magazine.yad2.co.il/real-estate/%D7%A7%D7%95%D7%A0%D7%99%D7%9D-%D7%97%D7%9B%D7%9D-%D7%9B%D7%9C-%D7%94%D7%9E%D7%99%D7%93%D7%A2-%D7%91%D7%93%D7%A8%D7%9A-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9E%D7%97%D7%9B%D7%94/23321
SRC-036,Competitor UX benchmark,research/competitor-benchmark.md,marketingcenter-help.costar.com,competitor_or_platform_documentation,2026-08-10,https://marketingcenter-help.costar.com/article/13-article-1-for-how-to-add-edit-update-listings
SRC-037,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,mayafiles.tase.co.il,authority_or_statutory,2026-08-10,https://mayafiles.tase.co.il/rpdf/1628001-1629000/P1628208-00.pdf
SRC-038,THE PARK public-source dossier,research/the-park-buyer-dossier.md,mayafiles.tase.co.il,authority_or_statutory,2026-08-10,https://mayafiles.tase.co.il/rpdf/1685001-1686000/P1685103-00.pdf
SRC-039,THE PARK public-source dossier,research/the-park-buyer-dossier.md,mayafiles.tase.co.il,authority_or_statutory,2026-08-10,https://mayafiles.tase.co.il/rpdf/1721001-1722000/P1721830-00.pdf
SRC-040,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,mayafiles.tase.co.il,authority_or_statutory,2026-08-10,https://mayafiles.tase.co.il/rpdf/1721001-1722000/P1721981-00.pdf
SRC-041,THE PARK public-source dossier,research/the-park-buyer-dossier.md,mayafiles.tase.co.il,authority_or_statutory,2026-08-10,https://mayafiles.tase.co.il/rpdf/1740001-1741000/P1740687-00.pdf
SRC-042,THE PARK public-source dossier,research/the-park-buyer-dossier.md,oknin.co.il,third_party_or_project_team,2026-08-10,https://oknin.co.il/about
SRC-043,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,opendata.tel-aviv.gov.il,authority_or_statutory,2026-08-10,https://opendata.tel-aviv.gov.il/en/developer
SRC-044,THE PARK public-source dossier,research/the-park-buyer-dossier.md,parkdesign.co.il,third_party_or_project_team,2026-08-10,https://parkdesign.co.il/
SRC-045,Competitor UX benchmark,research/competitor-benchmark.md,product.costar.com,competitor_or_platform_documentation,2026-08-10,https://product.costar.com/LeaseComps/Help/en-US/LC_Detail_Tenant.htm
SRC-046,Competitor UX benchmark,research/competitor-benchmark.md,product.costar.com,competitor_or_platform_documentation,2026-08-10,https://product.costar.com/LeaseComps/Help/en-US/LC_Result_Detail.htm
SRC-047,Competitor UX benchmark,research/competitor-benchmark.md,product.costar.com,competitor_or_platform_documentation,2026-08-10,https://product.costar.com/LeaseComps/Help/en-US/LC_Search_Results.htm
SRC-048,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,ronarad.com,third_party_or_project_team,2026-08-10,https://ronarad.com/projects/toha2/
SRC-049,THE PARK public-source dossier,research/the-park-buyer-dossier.md,shop.super-pharm.co.il,third_party_or_project_team,2026-08-10,https://shop.super-pharm.co.il/branches/branchPage?code=10
SRC-050,Competitor UX benchmark,research/competitor-benchmark.md,support.propertyshark.com,competitor_or_platform_documentation,2026-08-10,https://support.propertyshark.com/hc/en-us/articles/360010663460-How-to-Find-Use-Commercial-Listings-on-PropertyShark
SRC-051,Competitor UX benchmark,research/competitor-benchmark.md,support.propertyshark.com,competitor_or_platform_documentation,2026-08-10,https://support.propertyshark.com/hc/en-us/articles/360022586511-Overview-of-PropertyShark-Services-and-Features
SRC-052,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,support.usgbc.org,third_party_or_project_team,2026-08-10,https://support.usgbc.org/hc/en-us/articles/4403664372115-What-is-the-LEED-project-directory
SRC-053,THE PARK public-source dossier,research/the-park-buyer-dossier.md,tagassets.co.il,third_party_or_project_team,2026-08-10,https://tagassets.co.il/offices-for-rent-in-bnei-brak/office-for-rent-1000-square-meters-in-the-park-tower/
SRC-054,THE PARK public-source dossier,research/the-park-buyer-dossier.md,tagassets.co.il,third_party_or_project_team,2026-08-10,https://tagassets.co.il/offices-for-rent-in-bnei-brak/offices-for-rent-in-the-park-tower/
SRC-055,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,toha.gav-yam.co.il,owner_or_project,2026-08-10,https://toha.gav-yam.co.il/
SRC-056,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,toha.gav-yam.co.il,owner_or_project,2026-08-10,https://toha.gav-yam.co.il/toha-building/
SRC-057,THE PARK public-source dossier,research/the-park-buyer-dossier.md,v5.gis-net.co.il,third_party_or_project_team,2026-08-10,https://v5.gis-net.co.il/v5/BneiBraq
SRC-058,Competitor UX benchmark,research/competitor-benchmark.md,www.airbnb.com,competitor_or_platform_documentation,2026-08-10,https://www.airbnb.com/help/article/3282
SRC-059,Competitor UX benchmark,research/competitor-benchmark.md,www.airbnb.com,competitor_or_platform_documentation,2026-08-10,https://www.airbnb.com/help/article/3740
SRC-060,Competitor UX benchmark,research/competitor-benchmark.md,www.airbnb.com,competitor_or_platform_documentation,2026-08-10,https://www.airbnb.com/help/article/4192
SRC-061,Competitor UX benchmark,research/competitor-benchmark.md,www.airbnb.com,competitor_or_platform_documentation,2026-08-10,https://www.airbnb.com/help/article/746
SRC-062,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.alony-hetz.com,owner_or_project,2026-08-10,https://www.alony-hetz.com/wp-content/uploads/2023/05/2022-Periodic-Report-Eng.pdf
SRC-063,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.alony-hetz.com,owner_or_project,2026-08-10,https://www.alony-hetz.com/wp-content/uploads/2026/06/Set-for-Website-ANNUAL-2025-EN.pdf
SRC-064,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.amot.co.il,owner_or_project,2026-08-10,https://www.amot.co.il/assets-list/offices/amot-halehi/
SRC-065,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.amot.co.il,owner_or_project,2026-08-10,https://www.amot.co.il/en/assets/toha-2-phase-2-of-the-toha-towers-complex-estimated-occupancy-q1-2027/
SRC-066,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.amot.co.il,owner_or_project,2026-08-10,https://www.amot.co.il/wp-content/uploads/2026/05/Amot_financial_statements_Q1-2026.pdf
SRC-067,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.azrielimalls.co.il,third_party_or_project_team,2026-08-10,https://www.azrielimalls.co.il/malls
SRC-068,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.azrielimalls.co.il,third_party_or_project_team,2026-08-10,https://www.azrielimalls.co.il/malls/ayalon
SRC-069,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.azrielimalls.co.il,third_party_or_project_team,2026-08-10,https://www.azrielimalls.co.il/malls/ayalon/stores?data-page=1
SRC-070,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.azrielimalls.co.il,third_party_or_project_team,2026-08-10,https://www.azrielimalls.co.il/malls/tel-aviv/stores
SRC-071,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.bnei-brak.muni.il,authority_or_statutory,2026-08-10,https://www.bnei-brak.muni.il/%D7%AA%D7%95%D7%A9%D7%91%D7%99%D7%9D/vadad-tichnun-bnya/
SRC-072,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.bnei-brak.muni.il,authority_or_statutory,2026-08-10,https://www.bnei-brak.muni.il/%D7%AA%D7%95%D7%A9%D7%91%D7%99%D7%9D/vadad-tichnun-bnya/request/
SRC-073,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.bnei-brak.muni.il,authority_or_statutory,2026-08-10,https://www.bnei-brak.muni.il/%D7%AA%D7%95%D7%A9%D7%91%D7%99%D7%9D/vadad-tichnun-bnya/tik_binyan/
SRC-074,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.bnei-brak.muni.il,authority_or_statutory,2026-08-10,https://www.bnei-brak.muni.il/kesher-handasa/
SRC-075,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.bnei-brak.muni.il,authority_or_statutory,2026-08-10,https://www.bnei-brak.muni.il/wp-content/uploads/2026/02/%D7%A6%D7%95-%D7%94%D7%90%D7%A8%D7%A0%D7%95%D7%A0%D7%94-%D7%9C%D7%A9%D7%A0%D7%AA-2026.pdf
SRC-076,Competitor UX benchmark,research/competitor-benchmark.md,www.booking.com,competitor_or_platform_documentation,2026-08-10,https://www.booking.com/hotel/il/dan-tel-aviv.en-gb.html
SRC-077,Competitor UX benchmark,research/competitor-benchmark.md,www.commercialcafe.com,competitor_or_platform_documentation,2026-08-10,https://www.commercialcafe.com/commercial-property/us/ny/new-york/600-third-avenue-2/
SRC-078,Competitor UX benchmark,research/competitor-benchmark.md,www.commercialcafe.com,competitor_or_platform_documentation,2026-08-10,https://www.commercialcafe.com/commercial-property/us/ny/new-york/69-mercer-street/
SRC-079,Competitor UX benchmark,research/competitor-benchmark.md,www.compass.com,competitor_or_platform_documentation,2026-08-10,https://www.compass.com/homedetails/545-Washington-Ave-Unit-606-Brooklyn-NY-11238/207T3R_pid/
SRC-080,Competitor UX benchmark,research/competitor-benchmark.md,www.compass.com,competitor_or_platform_documentation,2026-08-10,https://www.compass.com/listing/100-morton-street-unit-th-manhattan-ny-10014/455791970433108593/floorplans
SRC-081,Competitor UX benchmark,research/competitor-benchmark.md,www.costar.com,competitor_or_platform_documentation,2026-08-10,https://www.costar.com/products
SRC-082,Competitor UX benchmark,research/competitor-benchmark.md,www.costar.com,competitor_or_platform_documentation,2026-08-10,https://www.costar.com/products/property-records
SRC-083,Competitor UX benchmark,research/competitor-benchmark.md,www.costar.com,competitor_or_platform_documentation,2026-08-10,https://www.costar.com/products/sales-comps
SRC-084,Competitor UX benchmark,research/competitor-benchmark.md,www.costar.com,competitor_or_platform_documentation,2026-08-10,https://www.costar.com/products/tenants
SRC-085,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.cw-inter-israel.com,third_party_or_project_team,2026-08-10,https://www.cw-inter-israel.com/market-research
SRC-086,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.denya-group.com,third_party_or_project_team,2026-08-10,https://www.denya-group.com/wp-content/uploads/2026/05/Danya-Cebus_Q4-2023_EN.pdf
SRC-087,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.dr-gav.co.il,third_party_or_project_team,2026-08-10,https://www.dr-gav.co.il/stores/store/42
SRC-088,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.electra-elevators.co.il,third_party_or_project_team,2026-08-10,https://www.electra-elevators.co.il/%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%94%D7%9E%D7%A2%D7%9C%D7%99%D7%AA_%D7%A9%D7%9B%D7%9E%D7%A2%D7%98_%D7%A0%D7%95%D7%92%D7%A2%D7%AA_%D7%91%D7%A9%D7%9E%D7%99%D7%99%D7%9D_%D7%9E%D7%A0%D7%9B_%D7%9C_%D7%90%D7%A7%D7%98%D7%A8%D7%94_%D7%9E%D7%A2%D7%9C%D7%99%D7%95%D7%AA_%D7%A2%D7%9C_%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98_toha2
SRC-089,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.fattal.co.il,third_party_or_project_team,2026-08-10,https://www.fattal.co.il/hotel/leonardo-boutique-tel-aviv-hotel
SRC-090,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.globes.co.il,third_party_or_project_team,2026-08-10,https://www.globes.co.il/news/article.aspx?did=1001521934
SRC-091,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.globes.co.il,third_party_or_project_team,2026-08-10,https://www.globes.co.il/news/article.aspx?did=1001544585&from_mail=newsletter2099+2026-06-03
SRC-092,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.gov.il,authority_or_statutory,2026-08-10,https://www.gov.il/BlobFolder/generalpage/gtfs_general_transit_feed_specifications/he/Gtfs%20Documentation%20v3.pdf
SRC-093,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.gov.il,authority_or_statutory,2026-08-10,https://www.gov.il/BlobFolder/generalpage/gtfs_general_transit_feed_specifications/he/Gtfs%20Documentation%20v3.pdf
SRC-094,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.gov.il,authority_or_statutory,2026-08-10,https://www.gov.il/he/pages/standards_in_israel?chapterIndex=3
SRC-095,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.ihg.com,third_party_or_project_team,2026-08-10,https://www.ihg.com/crowneplaza/hotels/us/en/tel-aviv/tlvcc/hoteldetail
SRC-096,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.ihg.com,third_party_or_project_team,2026-08-10,https://www.ihg.com/crowneplaza/hotels/us/en/tel-aviv/tlvcc/hoteldetail/directions
SRC-097,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.inter-israel.com,third_party_or_project_team,2026-08-10,https://www.inter-israel.com/market-research
SRC-098,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.kaufman-group.co.il,third_party_or_project_team,2026-08-10,https://www.kaufman-group.co.il/the-park
SRC-099,Competitor UX benchmark,research/competitor-benchmark.md,www.loopnet.com,competitor_or_platform_documentation,2026-08-10,https://www.loopnet.com/Listing/22-Cortlandt-St-New-York-NY/3938731/
SRC-100,Competitor UX benchmark,research/competitor-benchmark.md,www.loopnet.com,competitor_or_platform_documentation,2026-08-10,https://www.loopnet.com/search/office-space/usa/for-lease/
SRC-101,Competitor UX benchmark,research/competitor-benchmark.md,www.madlan.co.il,competitor_or_platform_documentation,2026-08-10,https://www.madlan.co.il/%D7%99%D7%A6%D7%97%D7%A7-%D7%A9%D7%93%D7%94-38-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%99%D7%A4%D7%95-%D7%99%D7%A9%D7%A8%D7%90%D7%9C
SRC-102,Competitor UX benchmark,research/competitor-benchmark.md,www.madlan.co.il,competitor_or_platform_documentation,2026-08-10,https://www.madlan.co.il/commercial/listings/aiEBULuVrYY
SRC-103,Competitor UX benchmark,research/competitor-benchmark.md,www.madlan.co.il,competitor_or_platform_documentation,2026-08-10,https://www.madlan.co.il/projects/%D7%91%D7%9F_%D7%A2%D7%98%D7%A8_19_%D7%AA%D7%9C_%D7%90%D7%91%D7%99%D7%91_%D7%99%D7%A4%D7%95
SRC-104,Competitor UX benchmark,research/competitor-benchmark.md,www.nadlan.gov.il,authority_or_statutory,2026-08-10,https://www.nadlan.gov.il/
SRC-105,Competitor UX benchmark,research/competitor-benchmark.md,www.nadlan.gov.il,authority_or_statutory,2026-08-10,https://www.nadlan.gov.il/?view=address&id=53795926&page=deals
SRC-106,Competitor UX benchmark,research/competitor-benchmark.md,www.nadlan.gov.il,authority_or_statutory,2026-08-10,https://www.nadlan.gov.il/?view=neighborhood_info&id=65210047&page=info
SRC-107,Competitor UX benchmark,research/competitor-benchmark.md,www.nadlancenter.co.il,competitor_or_platform_documentation,2026-08-10,https://www.nadlancenter.co.il/article/10620
SRC-108,Competitor UX benchmark,research/competitor-benchmark.md,www.nadlancenter.co.il,competitor_or_platform_documentation,2026-08-10,https://www.nadlancenter.co.il/article/14328
SRC-109,Competitor UX benchmark,research/competitor-benchmark.md,www.nadlancenter.co.il,competitor_or_platform_documentation,2026-08-10,https://www.nadlancenter.co.il/article/9517
SRC-110,Competitor UX benchmark,research/competitor-benchmark.md,www.nadlanmaster.co.il,competitor_or_platform_documentation,2026-08-10,https://www.nadlanmaster.co.il/
SRC-111,Competitor UX benchmark,research/competitor-benchmark.md,www.nadlanmaster.co.il,competitor_or_platform_documentation,2026-08-10,https://www.nadlanmaster.co.il/%d7%a0%d7%91%d7%95-%d7%a0%d7%95%d7%a3-%d7%94%d7%a9%d7%a8%d7%95%d7%9f-%d7%a0%d7%aa%d7%a0%d7%99%d7%94/
SRC-112,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.nta.co.il,authority_or_statutory,2026-08-10,https://www.nta.co.il/en/light-rail/red-line/
SRC-113,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.nta.co.il,authority_or_statutory,2026-08-10,https://www.nta.co.il/en/light-rail/red-line/shaul-hamelekh/
SRC-114,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.nta.co.il,authority_or_statutory,2026-08-10,https://www.nta.co.il/light-rail/%D7%94%D7%A7%D7%95-%D7%94%D7%99%D7%A8%D7%95%D7%A7
SRC-115,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.nta.co.il,authority_or_statutory,2026-08-10,https://www.nta.co.il/light-rail/%D7%94%D7%A7%D7%95-%D7%94%D7%99%D7%A8%D7%95%D7%A7/%D7%92%D7%A9%D7%A8-%D7%A4%D7%A0%D7%97%D7%A1-%D7%A8%D7%95%D7%96%D7%9F/
SRC-116,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.nta.co.il,authority_or_statutory,2026-08-10,https://www.nta.co.il/tel-aviv/
SRC-117,Competitor UX benchmark,research/competitor-benchmark.md,www.propertyshark.com,competitor_or_platform_documentation,2026-08-10,https://www.propertyshark.com/cre/commercial-property/us/ny/new-york/405-lexington-1/
SRC-118,Competitor UX benchmark,research/competitor-benchmark.md,www.propertyshark.com,competitor_or_platform_documentation,2026-08-10,https://www.propertyshark.com/cre/office/us/ny/new-york-city/
SRC-119,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.rail.co.il,authority_or_statutory,2026-08-10,https://www.rail.co.il/en/stations/tel-aviv-hashalom
SRC-120,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.rail.co.il,authority_or_statutory,2026-08-10,https://www.rail.co.il/stations/bne-brak
SRC-121,Competitor UX benchmark,research/competitor-benchmark.md,www.rightmove.co.uk,competitor_or_platform_documentation,2026-08-10,https://www.rightmove.co.uk/commercial-property-to-let/London.html
SRC-122,Competitor UX benchmark,research/competitor-benchmark.md,www.rightmove.co.uk,competitor_or_platform_documentation,2026-08-10,https://www.rightmove.co.uk/house-prices
SRC-123,Competitor UX benchmark,research/competitor-benchmark.md,www.rightmove.co.uk,competitor_or_platform_documentation,2026-08-10,https://www.rightmove.co.uk/properties/124660286
SRC-124,Competitor UX benchmark,research/competitor-benchmark.md,www.rightmove.co.uk,competitor_or_platform_documentation,2026-08-10,https://www.rightmove.co.uk/properties/765063575843297
SRC-125,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.tel-aviv.gov.il,authority_or_statutory,2026-08-10,https://www.tel-aviv.gov.il/Residents/Arnona/Documents/%D7%97%D7%95%D7%91%D7%A8%D7%AA%20%D7%A6%D7%95%20%D7%94%D7%90%D7%A8%D7%A0%D7%95%D7%A0%D7%94%20%D7%9C%D7%A9%D7%A0%D7%AA%202026.pdf
SRC-126,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.tel-aviv.gov.il,authority_or_statutory,2026-08-10,https://www.tel-aviv.gov.il/Residents/Arnona/Pages/ArnonaMain.aspx
SRC-127,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.tel-aviv.gov.il,authority_or_statutory,2026-08-10,https://www.tel-aviv.gov.il/Residents/Development/DocLib/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%94%D7%97%D7%9C%D7%98%D7%95%D7%AA%2021-0004%20%D7%9E%D7%99%D7%95%D7%9D%2010-2-2021.pdf
SRC-128,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.tel-aviv.gov.il,authority_or_statutory,2026-08-10,https://www.tel-aviv.gov.il/Residents/Transportation/Pages/masstransport.aspx
SRC-129,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.usgbc.org,third_party_or_project_team,2026-08-10,https://www.usgbc.org/projects
SRC-130,ToHa2 public-source dossier,research/toha2-buyer-dossier.md,www.usgbc.org,third_party_or_project_team,2026-08-10,https://www.usgbc.org/tools/leed-certification/commercial
