claim,source_url,date
"CBRE H1 2025 records Herzliya Pituach at NIS 90 per sqm Core and Shell and 86 percent occupancy","https://mktgdocs.cbre.com/2299/6590efd8-bdfb-485e-983e-ad641f17ed12-1426915147/H1_2025_-_Market_Outlook_Nov_2.pdf","2025-11-26"
"The 2026 Bnei Brak arnona order sets general offices at NIS 373.86 per sqm per year and publishes lower large-occupier bands subject to eligibility","https://www.bnei-brak.muni.il/wp-content/uploads/2026/02/%D7%A6%D7%95-%D7%94%D7%90%D7%A8%D7%A0%D7%95%D7%A0%D7%94-%D7%9C%D7%A9%D7%A0%D7%AA-2026.pdf","2025-09-07"
"The 2026 Bnei Brak arnona order sets a qualifying software-house rate of NIS 194.67 per sqm per year","https://www.bnei-brak.muni.il/wp-content/uploads/2026/02/%D7%A6%D7%95-%D7%94%D7%90%D7%A8%D7%A0%D7%95%D7%A0%D7%94-%D7%9C%D7%A9%D7%A0%D7%AA-2026.pdf","2025-09-07"
"The 2026 Tel Aviv arnona order publishes general office rates by zone and a qualifying software-house rate of NIS 196.49 per sqm per year","https://www.tel-aviv.gov.il/Residents/Arnona/Documents/%D7%97%D7%95%D7%91%D7%A8%D7%AA%20%D7%A6%D7%95%20%D7%94%D7%90%D7%A8%D7%A0%D7%95%D7%A0%D7%94%20%D7%9C%D7%A9%D7%A0%D7%AA%202026.pdf","2025-06-16"
"Colliers reports typical Tel Aviv office leases of 3-10 years a 15-25 percent loss factor and a planning benchmark of 12-14 sqm per employee","https://globaloccupier.colliers.com/emea/tel-aviv/","2026-08-08"
"Colliers reports common security packages of about six months that can reach nine months or more and says subletting commonly needs written landlord consent","https://globaloccupier.colliers.com/emea/tel-aviv/","2026-08-08"
"Colliers reports a landlord fit-out contribution benchmark of USD 260-660 per sqm and a Class A fit-out benchmark of USD 2,100 per sqm","https://globaloccupier.colliers.com/emea/tel-aviv/","2026-08-08"
"JLL-derived reporting gives a separate current Tel Aviv corporate fit-out benchmark whose scope and currency differ from Colliers","https://www.calcalist.co.il/real-estate/article/sydxxx2wfl","2026-06-14"
"The official office and commercial construction-input index was 135.8 in June 2026 with labour wages up 4.9 percent year on year","https://www.cbs.gov.il/he/mediarelease/Madad/DocLib/2026/221/10_26_221b.pdf","2026-07-15"
"A foreign company maintaining a place of business in Israel must follow the foreign-company registration requirements in section 346","https://fs.knesset.gov.il/14/law/14_lsr_300163.pdf","1999-04-19"
"The Registrar provides the company-registration route for Israeli and foreign companies","https://www.gov.il/he/service/company_registration","2026-08-08"
"Tel Aviv municipality's guide describes subsidiary branch and limited representative-office structures","https://www.tel-aviv.gov.il/en/WorkAndStudy/Pages/FormingaLegalEntityinIsrael.aspx/1000","2026-08-08"
"The Israel Tax Authority requires a foreign trader registering for VAT to appoint an Israeli representative and submit supporting documents","https://www.gov.il/en/service/vat22","2026-08-08"
"Israel's VAT rate is 18 percent from 1 January 2025","https://main.knesset.gov.il/EN/News/PressReleases/Pages/press12324w.aspx","2025-01-01"
"Ordinary office use must still be checked against activity-specific business-licensing requirements","https://www.gov.il/he/service/application-for-new-business-license","2026-08-08"
"The Fire and Rescue Authority publishes permit and completion-approval requirements relevant to tenant fit-out changes","https://www.gov.il/he/pages/building_permits?chapterIndex=1","2025-11-17"
"IL-IX is a multi-site national internet exchange; no tower-specific route or latency follows from that fact","https://en.isoc.org.il/about/news-room/il-ix-launch-2025","2026-06-03"
"AWS operates the Israel Tel Aviv region il-central-1 across three availability zones","https://aws.amazon.com/blogs/aws/now-open-aws-israel-tel-aviv-region/","2023-08-01"
"Google Cloud operates the me-west1 region in Israel","https://cloud.google.com/blog/products/infrastructure/new-google-cloud-region-in-israel-is-now-open","2022-10-19"
"AWS publishes Direct Connect locations and recommends location diversity; no tower-specific route follows from that list","https://aws.amazon.com/directconnect/locations","2026-08-08"
"Google publishes Dedicated Interconnect colocation facilities including Israeli options; no tower-specific route follows from that list","https://docs.cloud.google.com/network-connectivity/docs/interconnect/concepts/choosing-colocation-facilities","2026-08-08"
"Microsoft's current paired-region table shows no paired region for Israel Central","https://learn.microsoft.com/en-gb/azure/reliability/regions-paired","2026-08-08"
"Israel has no general stamp duty according to the Israel-specific tax summary","https://taxsummaries.pwc.com/israel/corporate/other-taxes","2026-06-29"
"Alony Hetz's Q1 2026 report provides group-level context for Amot and its development portfolio","https://www.alony-hetz.com/wp-content/uploads/2026/05/Alony_Hetz_report_Q1_2026.pdf","2026-05-01"
"Globes reported additional THE PARK marketing and floor-count context that remains secondary to developer filings","https://www.globes.co.il/news/article.aspx?did=1001521934","2025-09-17"
"Globes reported 2026 office-market context including Bnei Brak and new-tower demand; it is not a THE PARK term sheet","https://www.globes.co.il/news/article.aspx?did=1001544585","2026-06-02"
"The Israel Tax Authority's real-estate guide explains that very long lease rights can enter real-estate-tax analysis","https://www.gov.il/BlobFolder/generalpage/guide-for-seller-right-in-land/he/Guides_knowrightinland_2023.pdf","2023-01-01"
"An Israeli fixed office can create permanent-establishment and VAT questions for a foreign company","https://www.gov.il/en/departments/news/sa-110416-3","2026-08-08"
"Israeli tax guidance describes withholding mechanics relevant to business rent payments","https://www.gov.il/files/taxes/KnowYourRights2018/files/basic-html/page132.html","2018-01-01"
"Government guidance requires reasonable workplace accessibility adaptations and addresses accessible employee parking","https://www.gov.il/he/pages/inclusion_people_with_disabilities_employment?chapterIndex=3","2025-07-09"
"A government tax update confirms the 18 percent Israeli VAT rate in the current period","https://www.gov.il/he/pages/press_010126","2026-01-01"
"Government accessibility guidance describes separate duties where a workplace provides a public service","https://www.gov.il/he/pages/what_employees_need_to_know?chapterindex=2","2025-02-27"
"GovMap identifies the HaLehi 2 address point used for prior route measurements; it is not a cadastral survey","https://www.govmap.gov.il/?c=34.82963957588966,32.10367090107063&z=12&q=%D7%9C%D7%97%22%D7%99%202%20%D7%91%D7%A0%D7%99%20%D7%91%D7%A8%D7%A7","2026-08-04"
"JLL's 2026 global fit-out release provides global and regional benchmarks and cost-component context","https://www.jll.com/en-us/newsroom/geopolitical-tensions-and-ai-demands-drive-global-office","2026-04-16"
"Markav stop 20850 documents scheduled bus services near the Bnei Brak railway area","https://www.markav.net/stop/20850","2026-08-08"
"Tel Aviv municipality's English guide describes subsidiary branch and representative-office structures","https://www.tel-aviv.gov.il/en/WorkAndStudy/Pages/FormingaLegalEntityinIsrael.aspx","2026-08-08"
"The 2026 Tel Aviv arnona order is used only as a comparator and not as a THE PARK tax rate","https://www.tel-aviv.gov.il/Residents/Arnona/Documents/%D7%97%D7%95%D7%91%D7%A8%D7%AA%20%D7%A6%D7%95%20%D7%94%D7%90%D7%A8%D7%A0%D7%95%D7%A0%D7%94%20%D7%9C%D7%A9%D7%A0%D7%AA-2026.pdf","2025-06-16"
"The Green Line's full commercial opening is currently presented for 2030; the southern segment's earlier target does not establish service at THE PARK","https://www.nta.co.il/light-rail/%D7%94%D7%A7%D7%95-%D7%94%D7%99%D7%A8%D7%95%D7%A7","2026-08-08"
"NTA presents M3 as a planned metro route including the Pinchas Rosen area but no operating date or tower-door distance is established","https://www.nta.co.il/metro/%D7%A7%D7%95-m3/","2026-08-08"
"Live Google Chrome query used for English intent research: office space Bnei Brak","https://www.google.com/search?q=office%20space%20Bnei%20Brak&hl=en&gl=il&pws=0","2026-08-08"
"Live Google Chrome query used for Hebrew intent research: משרדים להשכרה בני ברק","https://www.google.com/search?q=%D7%9E%D7%A9%D7%A8%D7%93%D7%99%D7%9D%20%D7%9C%D7%94%D7%A9%D7%9B%D7%A8%D7%94%20%D7%91%D7%A0%D7%99%20%D7%91%D7%A8%D7%A7&hl=he&gl=il&pws=0","2026-08-08"
"Live Google Chrome query used for French intent research: bureaux à louer Bnei Brak","https://www.google.com/search?q=bureaux%20%C3%A0%20louer%20Bnei%20Brak&hl=fr&gl=il&pws=0","2026-08-08"
"Live Google Chrome query used for Russian intent research: аренда офиса Бней-Брак","https://www.google.com/search?q=%D0%B0%D1%80%D0%B5%D0%BD%D0%B4%D0%B0%20%D0%BE%D1%84%D0%B8%D1%81%D0%B0%20%D0%91%D0%BD%D0%B5%D0%B9-%D0%91%D1%80%D0%B0%D0%BA&hl=ru&gl=il&pws=0","2026-08-08"
"Live Google Chrome query used for Arabic intent research: مكاتب للإيجار في بني براك","https://www.google.com/search?q=%D9%85%D9%83%D8%A7%D8%AA%D8%A8%20%D9%84%D9%84%D8%A5%D9%8A%D8%AC%D8%A7%D8%B1%20%D9%81%D9%8A%20%D8%A8%D9%86%D9%8A%20%D8%A8%D8%B1%D8%A7%D9%83&hl=ar&gl=il&pws=0","2026-08-08"
"AWS Direct Connect public locations directory is a general connectivity reference and does not prove a THE PARK connection","https://aws.amazon.com/directconnect/locations/","2026-08-08"
"Markav stop page is used as a public-transit stop reference near THE PARK and not as a guarantee of future service","https://www.markav.net/stop/20850/","2026-08-08"
